ID,RecordedDate,PrimaryStatusAfterGraduation,BranchOfService,CareerMeetsExpectation,EmployingOrganization,JobTitle,State,City,Employer_Country,Compensation,Salary_range,Degree_required,Employment_offer,Employment_acceptance,Job_connection,Application_website,Other_job_connection,Graduate_School,Graduate_School_Location,Graduate_Degree_Country,Graduate_Program,Program_Type,Postgraduation_offer,CC_job_Rating,CC_Drop_in_Advising_CareerLab ,CC_Handshake_Jobs,CC_Interview_Preparation,CC_Oncampus_Interview,CC_Networking_Strategies,CC_Career_Major_Exploration,CC_Fairs_Career_Events,CC_Resume_Cover_Letter_Review,CC_Career_Assessments ,CC_Resume_Cover_Letter Review,Primary_Status_Matching_Expectations,CC_Workshops
32712,27Feb2019 13:48:39,Employed full time (on average 30 hours or more per week),,,Zion Christian School,Teacher,Michigan,Byron Center,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,,,,,,,,,Somewhat Satisfied,,,Agree,
32713,31May2018 15:25:30,Employed full time (on average 30 hours or more per week),,,Wyoming public schools,Teacher,Michigan,Wyoming,,Click to write Choice 3,,A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months after graduation,Career Fair,,,,,,,,No,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied
32714,21Jun2018 12:49:20,Employed full time (on average 30 hours or more per week),,,Ottawa County Parks and Recreation Commission,Park Attendant,Michigan,Holland,,Hourly,"Less than $20,000",Having a college degree made no difference to me obtaining this position.,3-6 months before graduation,3-6 months before graduation,Career Center On-line Recruiting System (LakerJobs),,,,,,,,No,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Satisfied,Somewhat Satisfied,Dissatisfied,,,Agree,Somewhat Satisfied
32715,29Nov2017 13:40:03,Employed full time (on average 30 hours or more per week),,,Mercy Health Saint Marys,Social worker,Michigan,Grand rapids,,Hourly,"$45,000 - $49,999",A graduate degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months after graduation,Other,,Offered position through my internship,,,,,,Yes,Very Satisfied,,,Very Satisfied,,,,Satisfied,,Very Satisfied,Very Satisfied,,
32716,06Jul2020 12:53:00,Employed full time (on average 30 hours or more per week),,,Meritage hospitality group,Help Desk technician,Michigan,Grand rapids,,Hourly,"$30,000 - $34,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other,,Indeed,,,,,,No,Dissatisfied,Satisfied,,,,,Dissatisfied,Satisfied,Somewhat Satisfied,,,Strongly Agree,
32717,29Jun2017 18:29:42,Employed full time (on average 30 hours or more per week),,Strongly Agree,SpartanNash,Accounting,Michigan,Byron Center,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Indeed.com,,,,,,,,,Very Satisfied,,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,,,Very Satisfied,,
32718,05Jul2018 12:47:31,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Strongly Agree,
32719,11Nov2020 18:37:00,Employed full time (on average 30 hours or more per week),,,Metro Signs & Lighting,Director of marketing,Michigan,Warren,,Hourly,"$20,000 - $24,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months after graduation,3-6 months after graduation,Personal Network,,,,,,,,No,,Satisfied,Satisfied,Satisfied,,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Strongly Agree,Somewhat Satisfied
32720,25Jun2019 16:21:56,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Wayne State University School of Medicine,Michigan,,Medicine,Doctorate,No,,,Satisfied,Very Satisfied,Very Satisfied,,,,,,,Strongly Agree,
32721,13Jul2020 12:29:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Satisfied,,,Dissatisfied,,,Somewhat Satisfied,Satisfied,Satisfied,,,Strongly Disagree,Satisfied
32722,09Jul2020 16:51:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Speech Language Pathology,Master's,No,,Very Satisfied,,,Somewhat Satisfied,Very Satisfied,Very Dissatisfied,Satisfied,,,Very Satisfied,Strongly Agree,
32723,03Jun2020 19:36:00,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Michigan State University,Michigan,,Veterinary Medicine,Doctorate,,Somewhat Satisfied,Satisfied,Somewhat Satisfied,,,,Satisfied,,Somewhat Satisfied,,Somewhat Satisfied,Strongly Agree,
32724,25Sep2019 13:27:31,Employed full time (on average 30 hours or more per week),,,Metro health,Registered nurse,Michigan,Grand Rapids,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Metro health job postings,,,,,,,No,,,,,,,,,,,,Strongly Agree,
32725,26Jun2019 12:47:13,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Dissatisfied,,,Satisfied,Satisfied,,,,,,,,
32726,06Jun2019 15:10:46,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Ithaca College,New York,,M.M. in Performance (Clarinet),Master's,,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Agree,Satisfied
32727,14Feb2019 14:21:14,Employed full time (on average 30 hours or more per week),,,BluJay Solution,Logistics Coordinator,Michigan,Holland,,Hourly,"$40,000 - $44,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months before graduation,0-3 months before graduation,Other GVSU Career Event,,,,,,,,No,Satisfied,,Somewhat Satisfied,,,Dissatisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,,,Strongly Agree,
32728,13Mar2017 14:38:23,Employed full time (on average 30 hours or more per week),,Agree,Calvin College,Assistant Athletic Trainer,Michigan,Grand Rapids,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months after graduation,Other,,Performed a clinical rotation at Calvin during my undergrad at GVSU. The college contacted me for the job.,,,,,,Yes,,,,,,,,,,,,,
32729,12Oct2017 15:28:44,Employed full time (on average 30 hours or more per week),,,Grand Rapids Police Department,Police Officer,Michigan,Grand Rapids,,Hourly,"$45,000 - $49,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,Yes,Very Satisfied,,Somewhat Satisfied,Very Satisfied,,Satisfied,Very Satisfied,,Very Satisfied,,,Strongly Agree,
32730,28Feb2019 14:40:29,Employed full time (on average 30 hours or more per week),,,Catalina Marketing,Project Manager,Michigan,Grand Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,
32731,06Jun2017 9:10:28,Seeking employment,,Neutral,,,,,,,,,,,,,,,,,,,,Dissatisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,,Somewhat Satisfied,Satisfied,Somewhat Satisfied,,,,,
32732,31May2018 18:53:41,Employed full time (on average 30 hours or more per week),,,Michigan state house,Constituent relations coordinator,Michigan,Lansing,,Hourly,"$20,000 - $24,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,,,,,,,Dissatisfied,,,,,Agree,
32733,06Jun2017 8:21:16,Employed full time (on average 30 hours or more per week),,Strongly Agree,Vanderbilt University Medical Center Children's Hospital,Registered Nurse,Tennessee,Nashville,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Other On-line Job Posting Systems (please specify),,,,,,,,Yes,,Satisfied,Very Satisfied,,,,,,,,,,
32734,07Jun2018 16:37:43,Employed full time (on average 30 hours or more per week),,,SpartanNash,Accountant,Michigan,Grand Rapids,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,,,,Satisfied,,,,Satisfied,Satisfied,Somewhat Satisfied,,,Strongly Agree,
32735,06Jun2018 7:59:52,Employed full time (on average 30 hours or more per week),,,The Home Depot,Sales Associate,Michigan,Grand Rapids,,Hourly,"$20,000 - $24,999",Having a college degree made no difference to me obtaining this position.,6+ months before graduation,6+ months before graduation,Other,,Family,,,,,,No,Somewhat Satisfied,Very Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Neutral,Satisfied
32736,14Feb2019 14:50:18,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Dissatisfied,,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Dissatisfied,,Very Dissatisfied,Somewhat Satisfied,,,Disagree,
32737,14Jun2020 14:28:00,Seeking employment,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,,,,,,,,,Agree,
32738,22Sep2016 13:13:25,Employed full time (on average 30 hours or more per week),,Agree,M3 Group,Communications Specialist,Michigan,"Lansing, MI",,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,9+ months after graduation,9+ months after graduation,Personal Network,,,,,,,,Yes,Very Dissatisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Very Dissatisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Satisfied,,
32739,07Jun2019 8:10:17,Employed full time (on average 30 hours or more per week),,,Wellspring Lutheran Services,FTBS Case Worked,Michigan,Kentwood,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Personal Network,,,,,,,,Yes,,,Somewhat Satisfied,,,,,Satisfied,,,,Strongly Agree,
32740,06Jun2019 14:21:18,Employed full time (on average 30 hours or more per week),,,Eli Lilly and Company,IT Analyst,Indiana,Indianapolis,,Hourly,"$70,000 - $74,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,GVSU Career & Internship Fair,,,,,,,,Yes,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied
32741,05Mar2019 15:40:30,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Grand Valley State,Michigan,,Physician Assistant Studies,Master's,,,,,,,,,,,,,Strongly Agree,
32742,01Feb2018 0:43:17,Employed full time (on average 30 hours or more per week),,,Pine Rest,Psychiatric Technician,Michigan,Grand Rapids,,Hourly,"$20,000 - $24,999","A college degree is not required for this job, but my degree helped me to obtain it.",6+ months before graduation,6+ months before graduation,Other,,Friend,,,,,,,,,,,,,Satisfied,,,,Somewhat Satisfied,Strongly Agree,
32743,14Feb2019 12:45:04,Employed full time (on average 30 hours or more per week),,,Traverse City Area Public Schools,Substitute Teacher,Michigan,Traverse City,,Hourly,"Less than $20,000","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other,,Student Teaching,,,,,,Yes,Satisfied,Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,Agree,Satisfied
32744,20Jun2019 16:28:10,Seeking employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,
32745,15Jan2021 13:21:00,Employed full time (on average 30 hours or more per week),,,Gentle-Lift,Marketing Strategist,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32746,28Dec2020 14:59:00,Employed part time (on average less than 30 hours per week),,,Pandora,Sales Associate,Florida,Davenport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32747,17Jul2019 9:36:00,Employed full time (on average 30 hours or more per week),,,Ingham County Office of the Public Defender,N/a,Michigan,Lansing,,Hourly,"$30,000 - $34,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Ingham County Job Board,,,,,,,No,Satisfied,,Satisfied,,,,Satisfied,,,,,Strongly Agree,Very Dissatisfied
32748,13Feb2018 14:38:12,Employed full time (on average 30 hours or more per week),,,A place,A job,Michigan,City,,Hourly,"$25,000 - $29,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Career Fair,,,,,,,,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Disagree,Very Dissatisfied
32749,22Nov2019 13:40:36,Employed full time (on average 30 hours or more per week),,,Mary Free Bed Rehabilitation Hospital,Health Information Analyst,Michigan,"Grand Rapids, MI",,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months after graduation,3-6 months after graduation,Other On-line Job Posting Systems (please specify),,,,,,,,No,,,Somewhat Satisfied,,,,,,,,,Strongly Agree,
32750,12Feb2020 14:09:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley,Michigan,,MSW,Master's,No,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Strongly Agree,Satisfied
32751,06Jun2017 8:22:05,Employed full time (on average 30 hours or more per week),,Strongly Agree,Magna International,Account Rep,Michigan,Novi,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other,,Comapnt site,,,,,,No,Very Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Dissatisfied,Somewhat Satisfied,Dissatisfied,,
32752,07Jun2019 11:25:15,Employed full time (on average 30 hours or more per week),,,Georgia Pacific,Safety Associate,Georgia,Atlanta,,Hourly,,A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Personal Network,,,,,,,,No,Satisfied,Satisfied,Satisfied,Satisfied,,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,,Strongly Agree,
32753,20Jul2017 18:25:39,Employed part time (on average less than 30 hours per week),,Neutral,Michigan Technical University,Senior Field Technician,Michigan,Houghton,,Hourly,"Less than $20,000","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,,
32754,07Jun2017 4:29:43,Employed full time (on average 30 hours or more per week),,Disagree,Allendale Charter Township,Assessing Intern,Michigan,Allendale,,Hourly,"Less than $20,000","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Their website,,,,,,,No,Dissatisfied,,,Dissatisfied,,,,,,,,,
32755,06Jun2019 14:22:53,"Participating in a volunteer or service program (e.g., Peace Corps)",,,Peace Corps,Community HIV/AIDS Mitigation Officer,International,,Swaziland,Click to write Choice 3,,A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,Personal Network,,,,,,,,No,,,Satisfied,,,,,Satisfied,,,,Strongly Agree,
